nome_armazenador,estado,municipio,nome_geradora_residuo,residuo,ano,nome_distribuidor,quantidade,unidade
LUVI-TEC COMERCIO E SOLUÇÕES AMBIENTAIS LTDA -EPP,SAO PAULO,BARUERI,CONTINENTAL INDUSTRIA E COMERCIO BRASIL LTDA,Papel e Papelao,2022,PMG AMBIENTAL LTDA,15440.0,kilogramas (kg)
LUVI-TEC COMERCIO E SOLUÇÕES AMBIENTAIS LTDA -EPP,SAO PAULO,BARUERI,CONTINENTAL INDUSTRIA E COMERCIO BRASIL LTDA,Papel e Papelao,2022,SALMERON AMBIENTAL LTDA,12903.0,kilogramas (kg)
TITA SOLUCOES AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,ESTORIL CENTER 115 COMBUSTIVEIS LTDA,Plasticos,2020,TITA SOLUCOES AMBIENTAIS LTDA,119.0,kilogramas (kg)
TITA SOLUCOES AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,ESTORIL CENTER 115 COMBUSTIVEIS LTDA,Plasticos,2021,TITA SOLUCOES AMBIENTAIS LTDA,115.0,kilogramas (kg)
TITA SOLUCOES AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,ESTORIL CENTER 115 COMBUSTIVEIS LTDA,Plasticos,2022,TITA SOLUCOES AMBIENTAIS LTDA,104.0,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,ENDRESS +HAUSER BRASIL INST E AUTOM LTDA,Baterias e Pilhas,2020,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,0.15,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,ENDRESS +HAUSER BRASIL INST E AUTOM LTDA,Baterias e Pilhas,2020,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,0.08,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,ADELCO SISTEMAS DE ENERGIA LTDA.,Metais e derivados,2020,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,0.03,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,ADELCO SISTEMAS DE ENERGIA LTDA.,Madeiras e derivados,2020,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,134.0,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,SIEMENS ENERGY BRASIL LTDA,Baterias e Pilhas,2020,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,3890.0,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,SIEMENS ENERGY BRASIL LTDA,Baterias e Pilhas,2020,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,1170.0,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,SIEMENS LTDA,Baterias e Pilhas,2020,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,68.0,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,ERICSSON TELECOMUNICAÇOES LTDA.,Plasticos,2021,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,84107.7,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,ERICSSON TELECOMUNICAÇOES LTDA.,Papel e Papelao,2021,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,223107.62,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,ENDRESS +HAUSER BRASIL INST E AUTOM LTDA,Baterias e Pilhas,2021,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,6.5,kilogramas (kg)
TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,SIEMENS ENERGY BRASIL LTDA,Metais e derivados,2022,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,1355.0,kilogramas (kg)
PLASTICOS MS LTDA,SAO PAULO,CANAS,PLASTICOS MS LTDA,Metais e derivados,2020,PLASTICOS MS LTDA,30424.0,kilogramas (kg)
PLASTICOS MS LTDA,SAO PAULO,CANAS,PLASTICOS MS LTDA,Plasticos,2022,PLASTICOS MS LTDA,9640.0,kilogramas (kg)
REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,SAO PAULO,JABOTICABAL,PURILUB TRANSPORTE E PURIFICAÇÃO LTDA.,Lodos,2022,ECO PRIMOS SOLUÇÕES AMBIENTAIS LTDA.,6459.0,kilogramas (kg)
REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,SAO PAULO,JABOTICABAL,PURILUB TRANSPORTE E PURIFICAÇÃO LTDA.,Baterias e Pilhas,2022,ECO PRIMOS SOLUÇÕES AMBIENTAIS LTDA.,1.0,kilogramas (kg)
REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,SAO PAULO,JABOTICABAL,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,Madeiras e derivados,2022,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,2552.3,kilogramas (kg)
REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,SAO PAULO,JABOTICABAL,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,Borracha e derivados,2022,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,56.1,kilogramas (kg)
REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,SAO PAULO,JABOTICABAL,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,Plasticos,2022,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,897.2,kilogramas (kg)
REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,SAO PAULO,JABOTICABAL,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,Plasticos,2022,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,612.6,kilogramas (kg)
REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,SAO PAULO,JABOTICABAL,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,Madeiras e derivados,2022,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,2316.7,kilogramas (kg)
REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,SAO PAULO,JABOTICABAL,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,Madeiras e derivados,2022,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,3385.2,kilogramas (kg)
REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,SAO PAULO,JABOTICABAL,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,Madeiras e derivados,2022,REÚSA CONSERVAÇÃO AMBIENTAL LTDA EPP,3385.0,kilogramas (kg)
ESCAVAMETA COMERCIO DE FERRAGENS E SERVIÇO DE TERRAPLENAGEM LTDA,SAO PAULO,SAO PAULO,EATON LTDA.,Metais e derivados,2022,ESCAVAMETA COMERCIO DE FERRAGENS E SERVIÇO DE TERRAPLENAGEM LTDA,949.0,kilogramas (kg)
ESCAVAMETA COMERCIO DE FERRAGENS E SERVIÇO DE TERRAPLENAGEM LTDA,SAO PAULO,SAO PAULO,GERDAU AÇOS LONGOS S.A.,Metais e derivados,2022,ESCAVAMETA COMERCIO DE FERRAGENS E SERVIÇO DE TERRAPLENAGEM LTDA,890.0,kilogramas (kg)
ENFOQUE AMBIENTAL TRANSPORTES E GERENCI. DE RESÍ. IND. LTDA,SAO PAULO,ARARAS,INDÚSTRIA E COMÉRCIO DE COSMÉTICOS FLORES E VEGETAIS LTDA,Papel e Papelao,2022,ECO PRIMOS SOLUÇÕES AMBIENTAIS LTDA.,1200.0,kilogramas (kg)
ENFOQUE AMBIENTAL TRANSPORTES E GERENCI. DE RESÍ. IND. LTDA,SAO PAULO,ARARAS,INDÚSTRIA E COMÉRCIO DE COSMÉTICOS FLORES E VEGETAIS LTDA,Papel e Papelao,2022,ECO PRIMOS SOLUÇÕES AMBIENTAIS LTDA.,500.0,kilogramas (kg)
ECOCENTER SOLUÇÕES AMBIENTAIS LTDA ME,SAO PAULO,CRAVINHOS,RICOSTI COSMÉTICOS INDUSTRIA E COMERCIO LTDA EPP,Plasticos,2020,CSN CIMENTOS BRASIL S.A,1000.0,kilogramas (kg)
ECOCENTER SOLUÇÕES AMBIENTAIS LTDA ME,SAO PAULO,CRAVINHOS,CADSERVICE PRODUTOS ELETRÔNICOS LTDA,Papel e Papelao,2020,CSN CIMENTOS BRASIL S.A,3892.0,kilogramas (kg)
ECOCENTER SOLUÇÕES AMBIENTAIS LTDA ME,SAO PAULO,CRAVINHOS,ORTOVEL VEICULOS E PEÇAS LTDA,Plasticos,2020,CSN CIMENTOS BRASIL S.A,100.3,kilogramas (kg)
ECOCENTER SOLUÇÕES AMBIENTAIS LTDA ME,SAO PAULO,CRAVINHOS,WEM EQUIPAMENTOS ELETRONICOS LTDA,Metais e derivados,2020,CSN CIMENTOS BRASIL S.A,1489.9,kilogramas (kg)
ECOCENTER SOLUÇÕES AMBIENTAIS LTDA ME,SAO PAULO,CRAVINHOS,WEM EQUIPAMENTOS ELETRONICOS LTDA,Papel e Papelao,2020,CSN CIMENTOS BRASIL S.A,305.7,kilogramas (kg)
ECOCENTER SOLUÇÕES AMBIENTAIS LTDA ME,SAO PAULO,CRAVINHOS,WEM EQUIPAMENTOS ELETRONICOS LTDA,Metais e derivados,2020,INCA-INCINERAÇÃO E CONTROLE AMBIENTAL LTDA,1.0,kilogramas (kg)
ECOCENTER SOLUÇÕES AMBIENTAIS LTDA ME,SAO PAULO,CRAVINHOS,WEM EQUIPAMENTOS ELETRONICOS LTDA,Papel e Papelao,2020,CSN CIMENTOS BRASIL S.A,2816.2,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,ZINKPOWER SAO PAULO GALVANIZACAO A FOGO LTDA,Lodos,2020,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,17820.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,S L V INDÚSTRIA E COMÉRCIO DE BIJUTERIAS LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,210.5,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,S L V INDÚSTRIA E COMÉRCIO DE BIJUTERIAS LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,150.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,BRANEL INDUSTRIA E COMERCIO DE BIJUTERIAS LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,847.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,J B F - INDÚSTRIA E COMÉRCIO DE JOIAS LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,2400.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,J B F - INDÚSTRIA E COMÉRCIO DE JOIAS LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,400.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,RCP LIMA LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,456.5,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,RCP LIMA LTDA,Acidos,2021,ATTEND AMBIENTAL S.A.,1085.5,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,EMBAPI EMBALAGENS LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,1435.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,GENIAL QUIMICA VETERINARIA LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,1299.5,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,GALMETA TRATAMENTO DE SUPERFICIES LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,70.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,GALMETA TRATAMENTO DE SUPERFICIES LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,91.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,ZETTI INDUSTRIA E COMERCIO DE BIJOUTERIAS LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,2400.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,ZINKPOWER SAO PAULO GALVANIZACAO A FOGO LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,22120.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,ROMA PRATA INDUSTRIA E COMERCIO DE BIJOUTERIAS EIRELI,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,1500.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,METALURGICA VISUAL KITS LTDA,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,1080.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,TT INDÚSTRIA E COMÉRCIO BIJUTERIAS - EIRELI,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,400.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,TT INDÚSTRIA E COMÉRCIO BIJUTERIAS - EIRELI,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,40.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,TT INDÚSTRIA E COMÉRCIO BIJUTERIAS - EIRELI,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,600.0,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,TT INDÚSTRIA E COMÉRCIO BIJUTERIAS - EIRELI,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,164.5,kilogramas (kg)
FRANÇOIS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,LIMEIRA,BLUE LIGHT - INDUSTRIA E COMERCIO EIRELI,Lodos,2021,RESICONTROL SOLUÇÕES AMBIENTAIS LTDA,12050.0,kilogramas (kg)
FW CAÇAMBAS LTDA ME,SAO PAULO,CABREUVA,SIGNODE BRASIL LTDA,Plasticos,2022,FW CAÇAMBAS LTDA ME,122106.0,kilogramas (kg)
FW CAÇAMBAS LTDA ME,SAO PAULO,CABREUVA,SIGNODE BRASIL LTDA,Papel e Papelao,2022,FW CAÇAMBAS LTDA ME,21753.0,kilogramas (kg)
FW CAÇAMBAS LTDA ME,SAO PAULO,CABREUVA,SIGNODE BRASIL LTDA,Madeiras e derivados,2022,FW CAÇAMBAS LTDA ME,84117.0,kilogramas (kg)
FW CAÇAMBAS LTDA ME,SAO PAULO,CABREUVA,SIGNODE BRASIL LTDA,Metais e derivados,2022,FW CAÇAMBAS LTDA ME,17380.0,kilogramas (kg)
COMPELL SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,CARAGUATATUBA,GB SERVICOS DE APOIO PORTUARIO LTDA,Papel e Papelao,2021,COMPELL SOLUÇÕES AMBIENTAIS LTDA,3767.8,kilogramas (kg)
COMPELL SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,CARAGUATATUBA,GB SERVICOS DE APOIO PORTUARIO LTDA,Vidro,2021,COMPELL SOLUÇÕES AMBIENTAIS LTDA,3767.8,kilogramas (kg)
COMPELL SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,CARAGUATATUBA,GB SERVICOS DE APOIO PORTUARIO LTDA,Plasticos,2021,COMPELL SOLUÇÕES AMBIENTAIS LTDA,3767.8,kilogramas (kg)
COMPELL SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,CARAGUATATUBA,GB SERVICOS DE APOIO PORTUARIO LTDA,Metais e derivados,2021,COMPELL SOLUÇÕES AMBIENTAIS LTDA,3767.8,kilogramas (kg)
COMPELL SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,CARAGUATATUBA,GB SERVICOS DE APOIO PORTUARIO LTDA,Madeiras e derivados,2021,COMPELL SOLUÇÕES AMBIENTAIS LTDA,3767.8,kilogramas (kg)
COMPELL SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,CARAGUATATUBA,SERRAMAR INDUSTRIAL IMOBILIÁRIA LTDA,Papel e Papelao,2022,COMPELL SOLUÇÕES AMBIENTAIS LTDA,16070.0,kilogramas (kg)
COMPELL SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,CARAGUATATUBA,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,Papel e Papelao,2022,COMPELL SOLUÇÕES AMBIENTAIS LTDA,890.0,kilogramas (kg)
GS SUCATAS - EIRELI,SAO PAULO,SAO PAULO,ENGEMASA ENGENHARIA E MATERIAIS LTDA,Papel e Papelao,2022,SANDEFER FERRO E AÇO LTDA,16670.0,kilogramas (kg)
TYRE ECO COMÉRCIO DE PNEUS LTDA,SAO PAULO,OSASCO,VICAR PERFORMANCE CENTER LTDA,Plasticos,2022,TYRE ECO COMÉRCIO DE PNEUS LTDA,14.0,kilogramas (kg)
BULBLESS SERVIÇOS AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,BALTEAU PRODUTOS ELÉTRICOS LTDA,Papel e Papelao,2020,AMBIPAR ENVIRONMENT CIRCULAR ECONOMY RM SA,222.0,kilogramas (kg)
BULBLESS SERVIÇOS AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,AVIBRAS INDUSTRIA AEROESPACIAL S.A,Baterias e Pilhas,2020,MASSFIX COMÉRCIO DE SUCATAS DE VIDROS LTDA.,310.0,kilogramas (kg)
BULBLESS SERVIÇOS AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,CROMEX S.A.,Papel e Papelao,2020,MASSFIX COMÉRCIO DE SUCATAS DE VIDROS LTDA.,143.8,kilogramas (kg)
BULBLESS SERVIÇOS AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,CROMEX S.A.,Baterias e Pilhas,2020,AMBIPAR ENVIRONMENT CIRCULAR ECONOMY RM SA,8.0,kilogramas (kg)
BULBLESS SERVIÇOS AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,HUBER + SUHNER AMÉRICA LATINA LTDA,Baterias e Pilhas,2020,AMBIPAR ENVIRONMENT CIRCULAR ECONOMY RM SA,4.0,kilogramas (kg)
BULBLESS SERVIÇOS AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,BALTEAU PRODUTOS ELÉTRICOS LTDA,Baterias e Pilhas,2020,AMBIPAR ENVIRONMENT CIRCULAR ECONOMY RM SA,4.0,kilogramas (kg)
BULBLESS SERVIÇOS AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,CABELAUTO CONDUTORES ELÉTRICOS S/A,Baterias e Pilhas,2020,AMBIPAR ENVIRONMENT CIRCULAR ECONOMY RM SA,16.0,kilogramas (kg)
BULBLESS SERVIÇOS AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,CROMEX S.A.,Baterias e Pilhas,2021,AMBIPAR ENVIRONMENT CIRCULAR ECONOMY RM SA,11.0,kilogramas (kg)
BULBLESS SERVIÇOS AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,CROMEX S.A.,Papel e Papelao,2021,MASSFIX COMÉRCIO DE SUCATAS DE VIDROS LTDA.,45.0,kilogramas (kg)
BULBLESS SERVIÇOS AMBIENTAIS LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,CVB PRODUTOS INDUSTRIAIS LTDA,Baterias e Pilhas,2021,AMBIPAR ENVIRONMENT CIRCULAR ECONOMY RM SA,98.0,kilogramas (kg)
SF AMBIENTAL COMERCIO DE SUCATAS LTDA,SAO PAULO,CAPIVARI,INBRA INDÚSTRIAS QUÍMICAS LTDA.,Papel e Papelao,2021,FERNANDO MATTAR MONTE MOR - ME,43160.0,kilogramas (kg)
SF AMBIENTAL COMERCIO DE SUCATAS LTDA,SAO PAULO,CAPIVARI,INBRA INDÚSTRIAS QUÍMICAS LTDA.,Papel e Papelao,2022,FERNANDO MATTAR MONTE MOR - ME,73150.0,kilogramas (kg)
A B DO NASCIMENTO INDUSTRIA E COMERCIO DE PALETES EM GERAL - EPP,SAO PAULO,EMBU-GUACU,RENNER SAYERLACK S.A.,Madeiras e derivados,2022,A B DO NASCIMENTO INDUSTRIA E COMERCIO DE PALETES EM GERAL - EPP,211770.0,kilogramas (kg)
A B DO NASCIMENTO INDUSTRIA E COMERCIO DE PALETES EM GERAL - EPP,SAO PAULO,EMBU-GUACU,CERVEJARIAS KAISER BRASIL S/A,Madeiras e derivados,2022,A B DO NASCIMENTO INDUSTRIA E COMERCIO DE PALETES EM GERAL - EPP,1049950.0,kilogramas (kg)
GAG RECICLAGEM DE ELETRÔNICOS LTDA. - ME,SAO PAULO,JUNDIAI,HEXIS CIENTÍFICA S/A,Baterias e Pilhas,2022,SISTEMA NOVA AMBIENTAL LTDA,0.15,kilogramas (kg)
ALP GESTAO AMBIENTAL E COM. MAT. SOLIDOS REC. EM GERAL LTDA,SAO PAULO,SOROCABA,ALP GESTAO AMBIENTAL E COM. MAT. SOLIDOS REC. EM GERAL LTDA,Papel e Papelao,2022,ALP GESTAO AMBIENTAL E COM. MAT. SOLIDOS REC. EM GERAL LTDA,165.85,kilogramas (kg)
RECOPEL RECICLAGEM DE COURO E PAPEL LTDA ME,SAO PAULO,BOCAINA,YARA BRASIL FERTILIZANTES S/A,Papel e Papelao,2021,RECOPEL RECICLAGEM DE COURO E PAPEL LTDA ME,5668.0,kilogramas (kg)
RECOPEL RECICLAGEM DE COURO E PAPEL LTDA ME,SAO PAULO,BOCAINA,YARA BRASIL FERTILIZANTES S/A,Madeiras e derivados,2021,RECOPEL RECICLAGEM DE COURO E PAPEL LTDA ME,1480.0,kilogramas (kg)
RECOPEL RECICLAGEM DE COURO E PAPEL LTDA ME,SAO PAULO,BOCAINA,YARA BRASIL FERTILIZANTES S/A,Metais e derivados,2021,RECOPEL RECICLAGEM DE COURO E PAPEL LTDA ME,5791.0,kilogramas (kg)
RECOPEL RECICLAGEM DE COURO E PAPEL LTDA ME,SAO PAULO,BOCAINA,YARA BRASIL FERTILIZANTES S/A,Plasticos,2021,RECOPEL RECICLAGEM DE COURO E PAPEL LTDA ME,2667.0,kilogramas (kg)
MULTI BIOENERGIA LTDA,SAO PAULO,GUARULHOS,G TECH SOLUÇÕES AMBIENTAIS EXPORTADORA E IMPORTADORA LTDA,Madeiras e derivados,2021,MULTI BIOENERGIA LTDA,9210.0,kilogramas (kg)
MULTI BIOENERGIA LTDA,SAO PAULO,GUARULHOS,KOMATSU DO BRASIL LTDA,Papel e Papelao,2021,MULTI BIOENERGIA LTDA,38250.0,kilogramas (kg)
K. F. DA SILVA RECICLAVEIS EIRELI - EPP,SAO PAULO,BOM JESUS DOS PERDOES,COOPER-STANDARD AUTOMOTIVE BRASIL SEALING LTDA,Metais e derivados,2021,ARCELORMITTAL BRASIL S.A,5109.0,kilogramas (kg)
K. F. DA SILVA RECICLAVEIS EIRELI - EPP,SAO PAULO,BOM JESUS DOS PERDOES,COOPER-STANDARD AUTOMOTIVE BRASIL SEALING LTDA,Papel e Papelao,2021,WESTROCK CELULOSE PAPEL E EMBALAGENS LTDA,236150.0,kilogramas (kg)
K. F. DA SILVA RECICLAVEIS EIRELI - EPP,SAO PAULO,BOM JESUS DOS PERDOES,VULKAN DO BRASIL LTDA.,Papel e Papelao,2021,CERÂMICA MIFALE LTDA - EPP,19780.0,kilogramas (kg)
K. F. DA SILVA RECICLAVEIS EIRELI - EPP,SAO PAULO,BOM JESUS DOS PERDOES,VULKAN DO BRASIL LTDA.,Papel e Papelao,2021,WESTROCK CELULOSE PAPEL E EMBALAGENS LTDA,32850.0,kilogramas (kg)
K. F. DA SILVA RECICLAVEIS EIRELI - EPP,SAO PAULO,BOM JESUS DOS PERDOES,CERVEJARIAS KAISER BRASIL S/A,Metais e derivados,2021,ARCELORMITTAL BRASIL S.A,56120.0,kilogramas (kg)
K. F. DA SILVA RECICLAVEIS EIRELI - EPP,SAO PAULO,BOM JESUS DOS PERDOES,UNIMIL INDÚSTRIA E COMÉRCIO DE PEÇAS E MÁQUINAS AGRÍCOLAS LTDA.,Plasticos,2021,O M INDÚSTRIA E COMÉRCIO DE TIJOLOS LTDA - EPP,2109.0,kilogramas (kg)
K. F. DA SILVA RECICLAVEIS EIRELI - EPP,SAO PAULO,BOM JESUS DOS PERDOES,UNIMIL INDÚSTRIA E COMÉRCIO DE PEÇAS E MÁQUINAS AGRÍCOLAS LTDA.,Papel e Papelao,2021,IRANI PAPEL E EMBALAGEM S.A.,4921.0,kilogramas (kg)
K. F. DA SILVA RECICLAVEIS EIRELI - EPP,SAO PAULO,BOM JESUS DOS PERDOES,FESTCOLOR ARTIGOS DE FESTAS LTDA,Papel e Papelao,2022,K. F. DA SILVA RECICLAVEIS EIRELI - EPP,146240.0,kilogramas (kg)
K. F. DA SILVA RECICLAVEIS EIRELI - EPP,SAO PAULO,BOM JESUS DOS PERDOES,FESTCOLOR ARTIGOS DE FESTAS LTDA,Papel e Papelao,2022,K. F. DA SILVA RECICLAVEIS EIRELI - EPP,7390.0,kilogramas (kg)
